FIPS,State,County,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT09,FMRKT16,PCH_FMRKT_09_16,FMRKTPTH09,FMRKTPTH16,PCH_FMRKTPTH_09_16,FMRKT_SNAP16,PCT_FMRKT_SNAP16,FMRKT_WIC16,PCT_FMRKT_WIC16,FMRKT_WICCASH16,PCT_FMRKT_WICCASH16,FMRKT_SFMNP16,PCT_FMRKT_SFMNP16,FMRKT_CREDIT16,PCT_FMRKT_CREDIT16,FMRKT_FRVEG16,PCT_FMRKT_FRVEG16,FMRKT_ANMLPROD16,PCT_FMRKT_ANMLPROD16,FMRKT_BAKED16,PCT_FMRKT_BAKED16,FMRKT_OTHERFOOD16,PCT_FMRKT_OTHERFOOD16,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,FOODHUB16,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13
13087,GA,Decatur,12,9,-25,3.418803419,2.51396648,0.003498399,0.005730632,4,12,200,0.143456586,0.437078856,204.6767438,0,1,,0,0.037282828,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,26,31,19.23076923,21249,18804,13.00255265,762.0772514,773.9573848,1.558914588,26,29,11.53846154,21249,,,762.0772514,,,45,33,-26.66666667,1357,777,-42.74134119,48.66764695,28.30085595,-41.84872761,5,2,-60,8,,,0.286913173,,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,4,14,250,4000,87000,2075,0,1
13089,GA,DeKalb,0,5,,0,20,0,4.96124031,0,32,,0,0.04515692,,0,11,,0,0.01485842,,7,63.63636364,3,27.27272727,3,27.27272727,3,27.27272727,9,81.81818182,10,90.90909091,10,90.90909091,10,90.90909091,10,90.90909091,1,5,400,,6,,,,,1,5,400,,6,,,0.008466923,,0,2,,0,,,0,,,0,1,,0,,,0,,,2,1,-50,0,0,,0,0,,0,0,,0,1,3,200,1,1,0,,,,1,1
13091,GA,Dodge,12,17,41.66666667,2.81030445,4.239401496,0.023939481,0.095441276,5,34,580,0.23557126,1.593550806,576.4623172,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,12,14,16.66666667,1431,582,145.8762887,67.4204947,67.06974128,-0.520247469,12,13,8.333333333,,,,,,,12,16,33.33333333,127,161,26.77165354,5.983510012,7.545931759,26.11212722,0,0,,0,0,,0,0,,0,0,0,0,1,,0,,,0,,,0,3,3,0,3,8,166.6666667,,36000,,0,
13093,GA,Dooly,5,11,120,1.519756839,3.793103448,0.073041079,0.025949954,54,21,-61.11111111,3.89413716,1.464128843,-62.40171357,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9,15,66.66666667,678,127,433.8582677,48.89305546,47.27044551,-3.318692045,9,10,11.11111111,678,117,-82.74336283,48.89305546,8.15728927,-83.31605748,50,52,4,2904,3024,4.132231405,209.4180428,210.8345534,0.676403325,1,2,100,,,,,,,0,0,0,0,0,,0,0,,0,0,,0,2,0,-100,5,2,-60,18000,,,0,1
13095,GA,Dougherty,4,2,-50,3.100775194,1.652892562,0.027991167,,9,,,0.095215929,,,0,1,,0,0.011109013,,0,0,0,0,1,100,0,0,1,100,1,100,0,0,1,100,0,0,2,3,50,,6,,,,,2,3,50,,6,,,0.063433664,,41,40,-2.43902439,11263,10763,-4.43931457,119.1574448,113.7894214,-4.504983685,0,1,,0,,,0,,,0,1,,0,0,,0,0,,0,0,,0,1,0,-100,1,4,300,,65000,,0,1
13097,GA,Douglas,10,12,20,7.352941176,10.25641026,0.499474238,11.13967438,19,130,584.2105263,0.151322077,0.971526792,542.0258104,0,1,,0,0.007031162,,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,3,8,166.6666667,4,6,-33.33333333,0.031857279,0.029893132,-6.165458486,3,8,166.6666667,4,6,50,0.031857279,0.044839698,40.75181227,3,2,-33.33333333,49,,,0.390251673,,,0,0,,0,0,,0,0,,0,0,0,0,1,,0,,,0,,,0,0,0,,0,2,,0,,,0,1
13099,GA,Early,9,1,-88.88888889,2.153110048,0.299401198,0.065104167,,33,,,2.887391723,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,,0,,,0,0,,0,1,,0,,,0,,,18,18,0,1038,281,-72.92870906,90.82159419,26.48944193,-70.83354221,1,3,200,,5,,,0.471342383,,0,1,,1,0,-100,,0,,,0,,0,11,2,-81.81818182,12,7,-41.66666667,,,,0,0
13101,GA,Echols,1,5,400,1.694915254,12.5,,0.024024024,,2,,,0.500876534,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,10,5,-50,4754,757,528.005284,1207.211783,1190.583521,-1.377410468,10,5,-50,4754,,,1207.211783,,,3,5,66.66666667,18,8,-55.55555556,4.570848146,2.003506136,-56.16773799,1,3,200,,,,,,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,0,1
13103,GA,Effingham,23,28,21.73913043,11.33004926,15.05376344,1.927662957,0.413913296,97,57,-41.2371134,1.95328232,1.067755653,-45.33531371,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6,14,133.3333333,40,37,8.108108108,0.805477245,0.749302212,-6.974130341,6,14,133.3333333,40,,,0.805477245,,,7,5,-28.57142857,48,8,-83.33333333,0.966572694,0.149860442,-84.49568839,1,4,300,,20,,,0.374651106,,0,0,0,0,1,,0,,,0,,,0,4,0,-100,0,5,,0,,,0,1
13105,GA,Elbert,16,10,-37.5,3.15581854,2.433090024,0.073369026,0.049229992,37,39,5.405405405,1.800399007,1.991421569,10.61001259,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4,9,125,13,22,-40.90909091,0.632572624,0.66380719,4.937704248,4,6,50,13,21,61.53846154,0.632572624,1.072303922,69.51475302,12,5,-58.33333333,21,,,1.021848085,,,1,1,0,,,,,,,0,0,0,1,1,0,,,,,,,0,1,3,200,8,10,25,21000,41000,95.23809524,0,0
13107,GA,Emanuel,4,19,375,0.782778865,4.337899543,0.152087524,0.225091607,31,129,316.1290323,1.402143923,5.646255526,302.6873014,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,7,133.3333333,15,41,-63.41463415,0.678456737,0.65654134,-3.230183394,3,7,133.3333333,15,29,93.33333333,0.678456737,1.269313258,87.08831211,35,55,57.14285714,1047,2287,118.4336199,47.35628025,100.1006697,111.3778134,7,10,42.85714286,12,41,241.6666667,0.54276539,1.79454633,230.6302067,1,0,-100,0,1,,0,,,0,,,0,2,0,-100,6,6,0,,,,0,0
13109,GA,Evans,12,11,-8.333333333,5.660377358,5.445544554,0.260128764,0.120587866,80,48,-40,7.340122947,4.502391896,-38.66053841,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6,8,33.33333333,265,,,24.31415726,24.85695526,2.232435982,6,7,16.66666667,265,,,24.31415726,,,49,65,32.65306122,690,880,27.53623188,63.30856042,82.54385142,30.38339661,2,0,-100,,0,,,0,,0,0,0,1,0,-100,,0,,,0,,0,0,0,,0,3,,0,3000,,0,1
13111,GA,Fannin,13,17,30.76923077,5.349794239,8.585858586,0.413747449,1.379224652,75,222,196,3.234850119,9.45968979,192.4305437,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6,15,150,8,37,-78.37837838,0.345050679,0.340889722,-1.205897392,6,15,150,8,,,0.345050679,,,11,15,36.36363636,233,319,36.90987124,10.04960104,13.59297767,35.25887868,9,9,0,6,11,83.33333333,0.258788009,0.468723368,81.12252145,0,0,0,0,0,,0,0,,0,0,,0,0,0,,2,8,300,,315000,,0,1
13113,GA,Fayette,9,11,22.22222222,5.844155844,8.73015873,2.987697715,3.712995484,85,148,74.11764706,0.809608626,1.377884947,70.19148548,0,2,,0,0.017916812,,2,100,0,0,0,0,0,0,2,100,2,100,2,100,2,100,2,100,3,9,200,9,39,-76.92307692,0.085723266,0.083790301,-2.254890095,3,9,200,9,,,0.085723266,,,6,6,0,44,44,0,0.419091524,0.409641471,-2.254890095,2,3,50,,2,,,0.018620067,,0,0,0,0,0,,0,0,,0,0,,0,0,3,,4,2,-50,2000,,,0,0
13115,GA,Floyd,20,40,100,3.616636528,7.155635063,0.07083443,0.103834073,35,80,128.5714286,0.367230453,0.833038299,126.8434691,0,1,,0,0.010356255,,0,0,0,0,0,0,0,0,0,0,1,100,0,0,1,100,1,100,6,22,266.6666667,24,98,-75.51020408,0.251815168,0.24991149,-0.755982256,6,22,266.6666667,24,97,304.1666667,0.251815168,1.010058937,301.1112384,15,9,-40,131,32,-75.57251908,1.374491124,0.33321532,-75.75718651,6,8,33.33333333,4,11,175,0.041969195,0.114542766,172.9210488,0,0,0,0,4,,0,17500,,0,182.2271279,,0,7,3,-57.14285714,6,16,166.6666667,7000,47000,571.4285714,0,0
13117,GA,Forsyth,22,23,4.545454545,7.189542484,7.395498392,0.572901031,0.457557589,229,145,-36.68122271,1.457401244,0.772805765,-46.97371311,0,2,,0,0.009049405,,0,0,0,0,0,0,0,0,2,100,2,100,2,100,2,100,2,100,9,17,88.88888889,24,38,-36.84210526,0.152740742,0.127912678,-16.25503656,9,17,88.88888889,24,,,0.152740742,,,6,15,150,10,35,250,0.063641976,0.186539322,193.107372,4,11,175,3,7,133.3333333,0.019092593,0.037307864,95.40491469,0,1,,2,3,50,,22600,,,120.4511054,,0,6,4,-33.33333333,1,8,700,,,,0,1
13119,GA,Franklin,26,24,-7.692307692,3.055229142,3.096774194,0.030351805,0.014984171,99,55,-44.44444444,4.460464068,2.506379876,-43.80898854,0,1,,0,0.044802867,,0,0,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,12,11,-8.333333333,43,31,38.70967742,1.937373282,1.959533358,1.143820634,12,11,-8.333333333,43,31,-27.90697674,1.937373282,1.412686839,-27.08236187,10,10,0,41,25,-39.02439024,1.847262897,1.13926358,-38.32693864,10,8,-20,15,4,-73.33333333,0.675827889,0.182282173,-73.0283145,0,1,,0,2,,0,,,0,,,0,3,7,133.3333333,2,2,0,,,,0,1
13121,GA,Fulton,26,38,46.15384615,12.74509804,20.32085561,4.339201587,8.613904679,175,394,125.1428571,0.201304684,0.402938794,100.1636452,1,17,1600,0.000967346,0.016612335,1617.310053,8,47.05882353,3,17.64705882,4,23.52941176,2,11.76470588,15,88.23529412,12,70.58823529,11,64.70588235,11,64.70588235,12,70.58823529,16,20,25,39,45,-13.33333333,0.044862187,0.039884805,-11.09482766,16,18,12.5,39,40,2.564102564,0.044862187,0.040907492,-8.815207853,8,9,12.5,88,11,-87.5,0.101227498,0.01124956,-88.88685346,4,15,275,16,24,50,0.018405,0.024544495,33.35775851,1,1,0,0,3,,0,,,0,,,3,8,11,37.5,7,17,142.8571429,175000,123000,-29.71428571,1,1
13123,GA,Gilmer,13,16,23.07692308,3.274559194,5.405405405,0.162736444,0.172550853,316,369,16.7721519,11.28732676,13.07907702,15.87400009,1,1,0,0.034457806,0.033632664,-2.39464568,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,8,5,-37.5,25,15,66.66666667,0.892984712,0.886116329,-0.769148974,8,3,-62.5,25,,,0.892984712,,,8,12,50,284,278,-2.112676056,10.14430633,9.853613582,-2.865575404,1,4,300,,3,,,0.10633396,,0,1,,1,0,-100,,0,,,0,,0,4,0,-100,3,4,33.33333333,,,,0,1
13125,GA,Glascock,0,1,,0,1.041666667,0,,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,10,,0,179,-100,0,0,,0,9,,0,,,0,,,8,6,-25,89,278,212.3595506,29.78580991,88.84627677,198.2839045,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,0,3,,0,,,0,0
13127,GA,Glynn,1,7,600,2,13.20754717,,4.076086957,,15,,,0.185219485,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,3,200,,4,,,,,1,3,200,,,,,,,0,3,,0,8,,0,0.098783725,,3,4,33.33333333,7,8,14.28571429,0.091487721,0.098783725,7.97484543,1,1,0,0,2,,0,,,0,,,0,1,1,0,0,6,,0,3000,,0,0
13129,GA,Gordon,37,33,-10.81081081,4.410011919,4.918032787,0.052733055,0.06202144,96,162,68.75,1.797449868,2.908281421,61.80041919,0,1,,0,0.017573457,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,6,11,83.33333333,23,98,-76.53061224,0.430639031,0.412904152,-4.118270111,6,11,83.33333333,23,,,0.430639031,,,5,3,-40,30,3,-90,0.561703084,0.053857063,-90.41182701,11,10,-9.090909091,14,19,35.71428571,0.262128106,0.341094735,30.12520485,0,0,0,0,0,,0,0,,0,0,,0,3,4,33.33333333,4,14,250,18000,110000,511.1111111,0,1
13131,GA,Grady,17,14,-17.64705882,3.820224719,2.972399151,0.06167168,0.016123344,49,16,-67.34693878,1.989928525,0.631263316,-68.27708595,1,1,0,0.039703021,0.040309578,1.527732989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,-13.33333333,1835,2025,-9.382716049,74.52079272,72.39801152,-2.848575712,30,22,-26.66666667,1835,1936,5.504087193,74.52079272,76.3828612,2.49872339,117,96,-17.94871795,2432,1880,-22.69736842,98.7654321,74.1734396,-24.89939241,6,3,-50,11,,,0.446718648,,,0,0,0,0,1,,0,,,0,,,0,3,1,-66.66666667,2,1,-50,,,,0,1
13133,GA,Greene,3,9,200,1.214574899,4.663212435,,0.050176664,,24,,,1.486896723,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,6,500,,17,,,,,1,6,500,,17,,,1.053218512,,8,14,75,39,66,69.23076923,2.464766479,4.088965987,65.89668927,0,2,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,1,0,-100,0,1,,0,,,0,
13135,GA,Gwinnett,5,22,340,2.762430939,12.29050279,0.031519889,0.729140774,5,88,1660,0.006543398,0.104792095,1501.493573,0,8,,0,0.008818974,,2,25,1,12.5,0,0,1,12.5,6,75,7,87.5,6,75,7,87.5,7,87.5,6,16,166.6666667,15,28,-46.42857143,0.019630193,0.017862289,-9.00604698,6,16,166.6666667,15,21,40,0.019630193,0.025007204,27.39153423,5,8,60,21,30,42.85714286,0.027482271,0.035724578,29.99136146,4,11,175,7,13,85.71428571,0.009160757,0.01548065,68.98876989,2,4,100,2,3,50,,3364,,,4.00591599,,0,0,4,,1,3,200,,12000,,0,1
13137,GA,Habersham,20,21,5,5.376344086,4.976303318,0.175703555,0.144683287,178,182,2.247191011,4.251761615,4.185928839,-1.548364689,0,2,,0,0.045201826,,0,0,0,0,0,0,0,0,0,0,2,100,2,100,2,100,2,100,11,10,-9.090909091,38,41,-7.317073171,0.907679446,0.873985142,-3.712136894,11,10,-9.090909091,38,,,0.907679446,,,8,9,12.5,69,76,10.14492754,1.648154783,1.747970285,6.056197045,5,6,20,4,14,250,0.095545205,0.321994526,237.0075209,2,1,-50,0,1,,0,,,0,,,0,5,0,-100,1,3,200,,801000,,0,1
13139,GA,Hall,19,36,89.47368421,2.377972466,5.78778135,0.087590276,0.075145482,159,125,-21.3836478,0.922027765,0.675631851,-26.72326405,0,4,,0,0.020342052,,0,0,0,0,0,0,0,0,3,75,2,50,2,50,2,50,2,50,9,15,66.66666667,82,77,6.493506494,0.475511175,0.443214494,-6.791991871,9,15,66.66666667,82,,,0.475511175,,,17,6,-64.70588235,103,72,-30.09708738,0.597288427,0.389163946,-34.84488752,4,8,100,6,28,366.6666667,0.034793501,0.151341535,334.9707046,7,4,-42.85714286,1,6,500,,21456,,,115.9708559,,0,1,4,300,4,5,25,151000,,,0,1
13141,GA,Hancock,6,14,133.3333333,3.488372093,10.52631579,0.145560408,0.375856732,5,17,240,0.505612296,1.880115019,271.8491484,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9,15,66.66666667,12,36,-66.66666667,1.213469512,1.327140013,9.367396594,9,15,66.66666667,12,28,133.3333333,1.213469512,3.096660031,155.1905921,19,17,-10.52631579,214,333,55.60747664,21.64020629,36.82813537,70.1838461,0,1,,0,,,0,,,0,0,0,0,1,,0,,,0,,,0,7,6,-14.28571429,4,5,25,17000,16000,-5.882352941,0,0
13143,GA,Haralson,10,18,80,2.72479564,6.02006689,0.032296761,0.072737511,14,31,121.4285714,0.490230408,1.092280047,122.8095255,0,1,,0,0.03443289,,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,5,5,0,24,13,84.61538462,0.840394986,0.845636165,0.623656672,5,5,0,24,13,-45.83333333,0.840394986,0.458052923,-45.4955193,6,1,-83.33333333,33,,,1.155543105,,,3,2,-33.33333333,23,,,0.805378528,,,0,0,0,0,0,,0,0,,0,0,,0,3,4,33.33333333,1,4,300,,60000,,0,0
13145,GA,Harris,19,17,-10.52631579,5.121293801,6.746031746,3.123837858,5.099394987,84,118,40.47619048,2.774474832,3.618854847,30.43386828,0,2,,0,0.059431832,,0,0,0,0,0,0,0,0,2,100,1,50,1,50,1,50,1,50,13,12,-7.692307692,40,55,-27.27272727,1.321178491,1.226730457,-7.148771736,13,12,-7.692307692,40,55,37.5,1.321178491,1.686754378,27.67043886,26,19,-26.92307692,158,141,-10.75949367,5.21865504,4.32422486,-17.13909376,11,13,18.18181818,31,19,-38.70967742,1.023913331,0.582696967,-43.09118268,0,0,0,0,3,,0,4176,,0,128.0706597,,0,2,3,50,1,7,600,,19000,,0,1
13147,GA,Hart,34,30,-11.76470588,5.175038052,5.136986301,0.083578121,0.067752305,171,141,-17.54385965,6.86912509,5.513412059,-19.7363276,0,1,,0,0.039134348,,0,0,1,100,1,100,0,0,0,0,1,100,1,100,1,100,1,100,7,11,57.14285714,49,101,-51.48514851,1.968345786,1.916008446,-2.658950497,7,11,57.14285714,49,101,106.122449,1.968345786,3.949323532,100.6417551,20,24,20,66,163,146.969697,2.651241263,6.373660749,140.402895,5,8,60,3,11,266.6666667,0.120510966,0.430124345,256.9171815,0,0,0,0,3,,0,48000,,0,1876.906233,,0,4,6,50,3,12,300,10000,,,0,1
13149,GA,Heard,13,8,-38.46153846,6.951871658,4.761904762,0.116480181,0.03320145,33,12,-63.63636364,2.840420038,1.02960103,-63.75180375,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6,10,66.66666667,20,20,0,1.72146669,1.716001716,-0.317460317,6,10,66.66666667,20,17,-15,1.72146669,1.458601459,-15.26984127,4,2,-50,22,,,1.893613359,,,0,0,,0,0,,0,0,,0,0,0,0,1,,0,,,0,,,0,0,2,,0,0,,0,0,,0,0
13151,GA,Henry,25,31,24,8.389261745,12.20472441,0.675929403,8.503505029,36,279,675,0.190742625,1.338829412,601.9036331,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,21,30,42.85714286,40,75,-46.66666667,0.21193625,0.191946869,-9.431789281,21,30,42.85714286,40,,,0.21193625,,,19,8,-57.89473684,157,108,-31.21019108,0.83184978,0.518256547,-37.69830091,15,11,-26.66666667,19,15,-21.05263158,0.100669719,0.071980076,-28.49878101,0,0,0,0,3,,0,29200,,0,140.1212144,,0,7,1,-85.71428571,5,8,60,,7000,,0,
13153,GA,Houston,20,29,45,6.711409396,12.83185841,0.160287235,0.190899001,25,43,72,0.188860266,0.293918619,55.62755726,0,2,,0,0.013147342,,1,50,0,0,0,0,0,0,1,50,2,100,2,100,2,100,2,100,12,12,0,91,31,193.5483871,0.687451368,0.622013821,-9.518862056,12,12,0,91,,,0.687451368,,,67,64,-4.47761194,1407,1359,-3.411513859,10.62905577,9.289195415,-12.60563862,1,4,300,,,,,,,0,0,0,0,2,,0,,,0,,,0,3,0,-100,3,2,-33.33333333,32000,,,0,0
13155,GA,Irwin,6,4,-33.33333333,1.550387597,1.072386059,0.026096033,0.001702504,12,2,-83.33333333,1.264089329,0.208246564,-83.5259614,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,11,6,-45.45454545,238,223,6.726457399,25.07110502,24.78134111,-1.15576843,11,6,-45.45454545,238,223,-6.302521008,25.07110502,23.21949188,-7.38544689,56,57,1.785714286,1291,1824,41.28582494,135.9949436,189.9208663,39.65288798,3,4,33.33333333,,130,,,13.53602666,,0,0,0,0,0,,0,0,,0,0,,0,1,0,-100,6,5,-16.66666667,,59000,,0,0
13157,GA,Jackson,35,37,5.714285714,3.923766816,4.780361757,0.46547572,0.158886842,777,301,-61.26126126,13.50811008,4.978827577,-63.14193809,0,2,,0,0.030952565,,0,0,0,0,0,0,0,0,2,100,1,50,0,0,1,50,1,50,21,24,14.28571429,250,111,125.2252252,4.346238765,4.135238851,-4.854770412,21,22,4.761904762,250,108,-56.8,4.346238765,1.786423184,-58.89726082,16,12,-25,16,38,137.5,0.278159281,0.628556305,125.9699203,7,8,14.28571429,7,5,-28.57142857,0.121694685,0.082704777,-32.03912172,1,1,0,0,1,,0,,,0,,,0,2,1,-50,7,4,-42.85714286,5000,,,0,1
13159,GA,Jasper,18,15,-16.66666667,5.405405405,6.276150628,0.202351127,0.158510006,42,40,-4.761904762,3.095290736,2.943340692,-4.909071796,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8,4,-50,31,5,520,2.284619353,2.281089036,-0.154525386,8,4,-50,31,5,-83.87096774,2.284619353,0.367917586,-83.89589119,21,16,-23.80952381,224,254,13.39285714,16.50821726,18.69021339,13.21763639,1,1,0,,,,,,,0,0,0,0,0,,0,0,,0,0,,0,5,2,-60,12,4,-66.66666667,62000,,,0,0
13161,GA,Jeff Davis,4,7,75,1.785714286,3.645833333,,0.069377529,,36,,,2.382055184,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4,8,100,,105,,,,,4,8,100,,98,,,6.484483557,,19,20,5.263157895,101,142,40.59405941,7.11067305,9.395884338,32.1377635,4,5,25,64,101,57.8125,4.505773022,6.682988156,48.32056838,0,0,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,0,1
13163,GA,Jefferson,15,16,6.666666667,4.761904762,4.469273743,0.341017597,0.134473153,100,98,-2,5.941770648,5.974516857,0.551118698,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,15,13,-13.33333333,131,289,-54.67128028,7.783719548,7.986343961,2.603182345,15,12,-20,131,,,7.783719548,,,25,15,-40,1448,1555,7.389502762,86.03683898,94.79973176,10.18504734,5,4,-20,6,,,0.356506239,,,1,1,0,0,1,,0,,,0,,,0,4,3,-25,14,5,-64.28571429,,28000,,0,0
13165,GA,Jenkins,6,1,-83.33333333,2.429149798,0.446428571,,,,,,,,,0,1,,0,0.113007119,,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,1,100,1,5,400,,16,,,,,1,5,400,,16,,,1.7515052,,21,21,0,1242,509,-59.01771337,147.1215352,55.71975917,-62.12671442,0,0,,0,0,,0,0,,1,1,0,0,0,,0,0,,0,0,,0,1,0,-100,7,14,100,62000,81000,30.64516129,0,0
13167,GA,Johnson,6,12,100,2.135231317,4.705882353,0.377516779,0.148301943,18,10,-44.44444444,1.7809439,1.010917913,-43.23695916,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,10,8,-20,84,18,366.6666667,8.311071535,8.491710473,2.173473514,10,8,-20,84,18,-78.57142857,8.311071535,1.819652244,-78.10568425,10,9,-10,118,29,-75.42372881,11.67507668,2.931661949,-74.88957007,2,5,150,,32,,,3.234937323,,1,1,0,0,0,,0,0,,0,0,,0,2,0,-100,5,14,180,20000,13000,-35,0,0
13169,GA,Jones,5,13,160,2.427184466,7.428571429,0.040021345,0.289240262,3,30,900,0.107142857,1.04260791,873.1007159,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,6,500,,12,,,,,1,6,500,,6,,,0.208521582,,12,5,-58.33333333,405,,,14.46428571,,,1,1,0,,,,,,,0,0,0,0,1,,0,,,0,,,0,0,7,,4,7,75,,15000,,0,0
13171,GA,Lamar,14,15,7.142857143,5.166051661,5.952380952,0.047789181,0.045966867,21,25,19.04761905,1.201647974,1.385809313,15.32573118,0,1,,0,0.054144783,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,12.5,40,4,900,2.288853285,2.2172949,-3.126385809,8,9,12.5,40,,,2.288853285,,,36,24,-33.33333333,500,180,-64,28.61066606,9.977827051,-65.12549889,5,7,40,3,4,33.33333333,0.171663996,0.22172949,29.16481892,0,0,0,0,0,,0,0,,0,0,,0,6,1,-83.33333333,1,8,700,,89000,,0,0
13173,GA,Lanier,6,3,-50,5.607476636,3.488372093,0.011412919,0.004722773,2,1,-50,0.221901698,0.095712098,-56.86734303,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4,4,0,23,3,666.6666667,2.551869522,2.201378254,-13.73468606,4,4,0,23,3,-86.95652174,2.551869522,0.287136294,-88.74800253,14,15,7.142857143,,,,,,,3,6,100,82,180,119.5121951,9.097969599,17.22817764,89.36288425,0,0,0,0,0,,0,0,,0,0,,0,0,0,,5,1,-80,,,,0,0
13175,GA,Laurens,19,24,26.31578947,2.861445783,3.458213256,0.254645561,0.147677561,37,53,43.24324324,0.776511574,1.104488809,42.2372629,0,1,,0,0.021045543,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,57.14285714,144,89,61.79775281,3.0220991,3.000875255,-0.702288167,14,22,57.14285714,144,86,-40.27777778,3.0220991,1.792189389,-40.69719988,26,28,7.692307692,275,416,51.27272727,5.771369808,8.669195182,50.21035681,4,1,-75,52,,,1.091313564,,,0,0,0,1,2,100,,,,,,,0,4,1,-75,12,9,-25,68000,51000,-25,0,1
13177,GA,Lee,19,8,-57.89473684,9.595959596,4.166666667,0.058239234,0.008273009,18,6,-66.66666667,0.647668394,0.208920923,-67.74260942,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8,7,-12.5,571,,,20.54548071,19.88230788,-3.227828267,8,7,-12.5,,,,,,,25,24,-4,5706,5017,-12.07500876,205.3108808,174.6927121,-14.91307648,4,2,-50,8,,,0.287852619,,,0,0,0,0,0,,0,0,,0,0,,0,0,3,,5,6,20,,64000,,0,
